Index,Folder,Filename,Image Size,BBox,Categorical_Labels,Continuous_Labels,Gender,Age
172,framesdb/images,frame_1cnsgmoppetoruv9.jpg,"[900, 600]","[236, 378, 420, 567]",['Engagement'],"[5, 8, 7]",Female,Adult
173,mscoco/images,COCO_train2014_000000336858.jpg,"[640, 315]","[138, 35, 427, 264]",['Engagement'],"[6, 10, 10]",Male,Adult
174,framesdb/images,frame_hqxrmmcc6c2zqzr4.jpg,"[450, 320]","[61, 20, 213, 213]","['Excitement', 'Happiness']","[7, 4, 6]",Female,Adult
175,mscoco/images,COCO_train2014_000000431405.jpg,"[500, 375]","[71, 48, 180, 360]","['Anticipation', 'Confidence', 'Engagement']","[6, 9, 9]",Male,Teenager
176,framesdb/images,frame_ek3zcwpt9ed6j6gm.jpg,"[1600, 1200]","[81, 783, 236, 1199]","['Affection', 'Happiness', 'Pleasure']","[7, 2, 9]",Female,Kid
177,framesdb/images,frame_ek3zcwpt9ed6j6gm.jpg,"[1600, 1200]","[1252, 843, 1333, 1094]",['Engagement'],"[6, 6, 4]",Male,Kid
178,mscoco/images,COCO_train2014_000000091159.jpg,"[640, 426]","[355, 168, 574, 412]","['Annoyance', 'Anticipation', 'Fatigue']","[6, 4, 7]",Male,Adult
179,mscoco/images,COCO_train2014_000000361895.jpg,"[640, 427]","[264, 68, 428, 346]","['Anticipation', 'Happiness']","[6, 8, 7]",Male,Adult
180,framesdb/images,frame_4b7yta6mg9sm2x6n.jpg,"[1100, 619]","[227, 18, 613, 618]",['Excitement'],"[8, 8, 7]",Male,Adult
181,framesdb/images,frame_4b7yta6mg9sm2x6n.jpg,"[1100, 619]","[662, 358, 777, 616]",['Surprise'],"[6, 6, 6]",Male,Adult
182,mscoco/images,COCO_train2014_000000389772.jpg,"[640, 480]","[330, 65, 478, 461]","['Confidence', 'Excitement', 'Happiness']","[8, 8, 9]",Female,Teenager
183,mscoco/images,COCO_train2014_000000389772.jpg,"[640, 480]","[198, 53, 347, 466]","['Confidence', 'Engagement', 'Esteem', 'Excitement', 'Happiness', 'Peace', 'Pleasure']","[7, 6, 8]",Male,Adult
184,mscoco/images,COCO_train2014_000000025461.jpg,"[640, 457]","[30, 83, 147, 426]",['Engagement'],"[5, 5, 5]",Female,Adult
185,mscoco/images,COCO_train2014_000000025461.jpg,"[640, 457]","[348, 35, 476, 421]","['Anticipation', 'Engagement', 'Excitement']","[6, 4, 8]",Male,Adult
186,mscoco/images,COCO_train2014_000000025461.jpg,"[640, 457]","[113, 89, 240, 434]",['Engagement'],"[5, 4, 7]",Female,Adult
187,mscoco/images,COCO_train2014_000000024571.jpg,"[640, 480]","[159, 180, 378, 447]","['Confidence', 'Engagement', 'Excitement']","[6, 8, 7]",Male,Adult
188,mscoco/images,COCO_train2014_000000024571.jpg,"[640, 480]","[379, 297, 577, 479]","['Anticipation', 'Confidence', 'Engagement']","[5, 9, 6]",Male,Adult
189,framesdb/images,frame_fvot32utqi78m926.jpg,"[1600, 1071]","[802, 659, 885, 901]",['Disconnection'],"[5, 3, 3]",Male,Adult
190,mscoco/images,COCO_train2014_000000254011.jpg,"[640, 514]","[81, 11, 398, 389]",['Anticipation'],"[6, 8, 6]",Male,Adult
191,mscoco/images,COCO_val2014_000000563349.jpg,"[427, 640]","[185, 247, 363, 413]","['Anticipation', 'Engagement']","[7, 5, 10]",Male,Adult
192,mscoco/images,COCO_train2014_000000213135.jpg,"[640, 480]","[240, 8, 510, 384]","['Engagement', 'Excitement']","[8, 8, 7]",Male,Kid
193,mscoco/images,COCO_train2014_000000256276.jpg,"[640, 480]","[75, 41, 317, 472]",['Engagement'],"[9, 2, 7]",Female,Adult
194,mscoco/images,COCO_train2014_000000256276.jpg,"[640, 480]","[356, 30, 574, 479]","['Engagement', 'Excitement', 'Happiness']","[6, 7, 6]",Male,Adult
195,framesdb/images,frame_6npxf90s9ozbfo99.jpg,"[1200, 798]","[94, 584, 187, 730]","['Disconnection', 'Peace']","[7, 3, 8]",Male,Adult
196,framesdb/images,frame_gfeivpuiazkxf29e.jpg,"[379, 361]","[144, 40, 252, 265]","['Happiness', 'Surprise']","[6, 4, 9]",Male,Adult
197,framesdb/images,frame_jbtqq5ahai9ylby3.jpg,"[4576, 3376]","[1935, 466, 3805, 3203]",['Anger'],"[3, 7, 9]",Male,Adult
198,framesdb/images,frame_jbtqq5ahai9ylby3.jpg,"[4576, 3376]","[1, 39, 383, 2679]","['Confidence', 'Engagement']","[7, 3, 4]",Male,Adult
199,mscoco/images,COCO_train2014_000000394058.jpg,"[640, 480]","[332, 171, 439, 449]","['Confidence', 'Excitement', 'Happiness']","[6, 4, 7]",Male,Adult
200,mscoco/images,COCO_train2014_000000006692.jpg,"[640, 640]","[167, 8, 446, 578]",['Happiness'],"[7, 7, 7]",Male,Adult
201,mscoco/images,COCO_train2014_000000288223.jpg,"[640, 426]","[133, 44, 296, 204]","['Anticipation', 'Engagement']","[6, 10, 7]",Male,Adult
202,mscoco/images,COCO_train2014_000000360548.jpg,"[640, 480]","[374, 167, 491, 479]",['Happiness'],"[9, 2, 8]",Female,Adult
203,mscoco/images,COCO_val2014_000000047801.jpg,"[612, 612]","[58, 80, 559, 529]","['Anticipation', 'Confidence', 'Peace', 'Pleasure']","[8, 5, 9]",Male,Adult
204,mscoco/images,COCO_train2014_000000002842.jpg,"[640, 480]","[102, 110, 214, 454]","['Confidence', 'Esteem']","[4, 7, 5]",Female,Adult
205,mscoco/images,COCO_train2014_000000002842.jpg,"[640, 480]","[359, 124, 547, 435]","['Anger', 'Disquietment', 'Doubt/Confusion']","[5, 6, 5]",Male,Adult
206,mscoco/images,COCO_train2014_000000199865.jpg,"[640, 427]","[148, 73, 393, 270]","['Confidence', 'Engagement', 'Excitement']","[6, 4, 6]",Female,Kid
207,framesdb/images,frame_2m658fp3xgkeqkug.jpg,"[1600, 1067]","[460, 235, 1599, 1066]","['Happiness', 'Pleasure']","[5, 2, 7]",Male,Adult
208,mscoco/images,COCO_train2014_000000441828.jpg,"[640, 427]","[319, 7, 550, 246]","['Confidence', 'Engagement', 'Excitement']","[5, 7, 7]",Male,Adult
209,emodb_small/images,03tzxn73art6yidfhe.jpg,"[480, 720]","[214, 254, 245, 412]","['Anticipation', 'Engagement', 'Pleasure']","[6, 4, 6]",Female,Adult
210,mscoco/images,COCO_train2014_000000087604.jpg,"[500, 375]","[54, 31, 200, 333]","['Confidence', 'Engagement', 'Excitement']","[6, 10, 7]",Male,Adult
211,mscoco/images,COCO_train2014_000000042312.jpg,"[640, 515]","[61, 25, 586, 505]",['Engagement'],"[7, 7, 7]",Male,Adult
212,mscoco/images,COCO_train2014_000000156763.jpg,"[640, 463]","[378, 136, 578, 458]","['Confidence', 'Engagement', 'Excitement', 'Pleasure']","[6, 8, 6]",Female,Adult
213,ade20k/images,sun_ajjqvlkgojhqxjal.jpg,"[1818, 1228]","[1196, 116, 1808, 1219]",['Engagement'],"[5, 3, 6]",Male,Adult
214,mscoco/images,COCO_train2014_000000162177.jpg,"[480, 640]","[207, 156, 314, 436]",['Pleasure'],"[7, 5, 6]",Male,Adult
215,mscoco/images,COCO_train2014_000000162177.jpg,"[480, 640]","[103, 155, 207, 434]","['Disquietment', 'Fatigue']","[7, 3, 8]",Male,Adult
216,mscoco/images,COCO_val2014_000000509403.jpg,"[640, 427]","[359, 59, 479, 373]","['Anticipation', 'Esteem', 'Excitement']","[6, 9, 9]",Male,Adult
217,mscoco/images,COCO_train2014_000000367519.jpg,"[640, 236]","[51, 48, 128, 214]","['Confidence', 'Excitement']","[8, 2, 8]",Male,Adult
218,mscoco/images,COCO_train2014_000000202906.jpg,"[375, 500]","[110, 151, 229, 294]",['Disconnection'],"[8, 4, 7]",Male,Adult
219,framesdb/images,frame_c9ctv7ctm2dnic4v.jpg,"[1600, 1521]","[566, 9, 1103, 1028]","['Engagement', 'Esteem']","[5, 6, 6]",Female,Kid
220,framesdb/images,frame_c9ctv7ctm2dnic4v.jpg,"[1600, 1521]","[1067, 372, 1585, 1153]",['Happiness'],"[5, 4, 3]",Male,Kid
221,framesdb/images,frame_c9ctv7ctm2dnic4v.jpg,"[1600, 1521]","[31, 1, 732, 1347]","['Affection', 'Confidence', 'Engagement']","[5, 2, 9]",Female,Adult
222,mscoco/images,COCO_train2014_000000230061.jpg,"[640, 480]","[161, 197, 274, 479]",['Engagement'],"[5, 6, 6]",Female,Adult
223,mscoco/images,COCO_train2014_000000163435.jpg,"[640, 360]","[300, 76, 465, 326]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[6, 6, 6]",Female,Adult
224,framesdb/images,frame_k43u0wqy98p0ihaw.jpg,"[3888, 2592]","[13, 859, 1557, 2517]",['Happiness'],"[6, 3, 3]",Male,Adult
225,framesdb/images,frame_k43u0wqy98p0ihaw.jpg,"[3888, 2592]","[1000, 770, 3407, 2576]","['Excitement', 'Happiness', 'Peace']","[7, 3, 4]",Female,Adult
226,framesdb/images,frame_8add2r7r1w3oj417.jpg,"[1276, 579]","[932, 307, 1094, 510]",['Disconnection'],"[6, 4, 7]",Male,Adult
227,mscoco/images,COCO_train2014_000000030299.jpg,"[640, 480]","[368, 109, 528, 356]",['Engagement'],"[6, 8, 7]",Female,Adult
228,mscoco/images,COCO_train2014_000000181929.jpg,"[640, 426]","[427, 100, 562, 403]","['Confidence', 'Engagement']","[7, 7, 7]",Male,Adult
229,mscoco/images,COCO_train2014_000000181929.jpg,"[640, 426]","[48, 164, 333, 419]","['Engagement', 'Happiness']","[7, 4, 6]",Male,Kid
230,mscoco/images,COCO_train2014_000000071223.jpg,"[640, 480]","[334, 163, 462, 372]","['Confidence', 'Engagement']","[4, 8, 7]",Male,Teenager
231,mscoco/images,COCO_train2014_000000248403.jpg,"[375, 500]","[77, 28, 333, 333]",['Happiness'],"[5, 4, 7]",Female,Adult
232,mscoco/images,COCO_train2014_000000360271.jpg,"[480, 640]","[223, 63, 432, 362]",['Sadness'],"[6, 7, 7]",Male,Adult
233,mscoco/images,COCO_train2014_000000470053.jpg,"[640, 427]","[217, 72, 365, 372]","['Confidence', 'Engagement', 'Excitement']","[7, 9, 8]",Male,Adult
234,emodb_small/images,9jhdi4c8zh2fruuuz8.jpg,"[289, 600]","[132, 1, 289, 290]","['Anticipation', 'Doubt/Confusion', 'Engagement']","[5, 4, 4]",Male,Kid
235,mscoco/images,COCO_train2014_000000055516.jpg,"[480, 640]","[110, 158, 378, 431]","['Confidence', 'Excitement']","[7, 9, 8]",Male,Adult
236,mscoco/images,COCO_train2014_000000219935.jpg,"[640, 480]","[181, 128, 312, 452]","['Disconnection', 'Engagement']","[3, 3, 3]",Male,Adult
237,mscoco/images,COCO_train2014_000000319521.jpg,"[640, 539]","[115, 37, 219, 308]",['Excitement'],"[6, 5, 7]",Male,Adult
238,framesdb/images,frame_4pnnwfq2nvd0l7sk.jpg,"[344, 325]","[268, 105, 319, 213]",['Engagement'],"[6, 4, 7]",Male,Adult
239,mscoco/images,COCO_train2014_000000347263.jpg,"[640, 480]","[322, 130, 431, 465]",['Anticipation'],"[6, 7, 8]",Female,Adult
240,mscoco/images,COCO_train2014_000000129510.jpg,"[640, 431]","[391, 138, 522, 348]",['Anticipation'],"[6, 6, 5]",Male,Adult
241,mscoco/images,COCO_train2014_000000129510.jpg,"[640, 431]","[338, 87, 459, 403]","['Anticipation', 'Engagement']","[6, 4, 6]",Male,Adult
242,mscoco/images,COCO_val2014_000000505818.jpg,"[640, 480]","[205, 189, 379, 339]",['Disconnection'],"[5, 2, 5]",Female,Adult
243,mscoco/images,COCO_val2014_000000505818.jpg,"[640, 480]","[62, 29, 201, 436]","['Engagement', 'Pleasure', 'Yearning']","[7, 4, 7]",Male,Adult
244,mscoco/images,COCO_train2014_000000512854.jpg,"[640, 480]","[326, 21, 470, 400]","['Happiness', 'Pleasure']","[8, 2, 10]",Male,Adult
245,mscoco/images,COCO_train2014_000000415551.jpg,"[640, 436]","[88, 55, 629, 430]","['Anticipation', 'Engagement']","[6, 4, 7]",Male,Adult
246,emodb_small/images,edknfl4d7l58nt06sm.jpg,"[226, 340]","[27, 1, 226, 226]","['Annoyance', 'Aversion', 'Fatigue', 'Suffering']","[2, 7, 2]",Male,Kid
247,mscoco/images,COCO_train2014_000000178411.jpg,"[640, 472]","[132, 189, 278, 467]",['Engagement'],"[9, 10, 9]",Male,Teenager
248,mscoco/images,COCO_train2014_000000178411.jpg,"[640, 472]","[266, 149, 373, 431]",['Engagement'],"[7, 4, 8]",Male,Kid
249,framesdb/images,frame_a7xhjxzcp8nhw69p.jpg,"[3264, 2448]","[2130, 88, 3214, 2394]",['Engagement'],"[5, 3, 3]",Female,Adult
250,mscoco/images,COCO_val2014_000000222681.jpg,"[640, 480]","[310, 143, 508, 386]","['Anticipation', 'Engagement', 'Esteem']","[7, 7, 7]",Female,Kid
251,mscoco/images,COCO_val2014_000000485090.jpg,"[640, 427]","[95, 17, 319, 418]","['Anticipation', 'Engagement', 'Excitement', 'Pleasure']","[5, 5, 8]",Male,Adult
252,framesdb/images,frame_fq5auwuqb7gh7kn6.jpg,"[600, 450]","[115, 167, 261, 313]",['Happiness'],"[8, 7, 7]",Female,Adult
253,framesdb/images,frame_fq5auwuqb7gh7kn6.jpg,"[600, 450]","[289, 164, 469, 300]",['Engagement'],"[8, 7, 8]",Male,Adult
254,framesdb/images,frame_fq5auwuqb7gh7kn6.jpg,"[600, 450]","[279, 233, 348, 292]","['Excitement', 'Happiness']","[7, 3, 2]",Female,Adult
255,mscoco/images,COCO_val2014_000000097924.jpg,"[600, 400]","[106, 124, 233, 354]","['Anticipation', 'Disquietment', 'Engagement']","[7, 8, 7]",Male,Adult
256,mscoco/images,COCO_val2014_000000097924.jpg,"[600, 400]","[298, 163, 421, 343]",['Confidence'],"[5, 10, 9]",Male,Adult
257,mscoco/images,COCO_train2014_000000074345.jpg,"[427, 640]","[193, 12, 381, 227]","['Confidence', 'Engagement', 'Excitement']","[7, 10, 8]",Male,Adult
258,mscoco/images,COCO_train2014_000000439678.jpg,"[640, 425]","[87, 61, 217, 419]",['Happiness'],"[6, 3, 7]",Female,Teenager
259,mscoco/images,COCO_train2014_000000439678.jpg,"[640, 425]","[392, 66, 485, 411]","['Affection', 'Confidence', 'Esteem', 'Happiness']","[7, 3, 9]",Female,Teenager
260,mscoco/images,COCO_val2014_000000468993.jpg,"[640, 427]","[300, 143, 390, 420]","['Disconnection', 'Engagement', 'Fatigue']","[5, 6, 7]",Male,Adult
261,mscoco/images,COCO_train2014_000000246280.jpg,"[640, 432]","[56, 38, 301, 412]","['Anticipation', 'Engagement']","[5, 8, 7]",Male,Adult
262,mscoco/images,COCO_train2014_000000298031.jpg,"[640, 480]","[215, 200, 558, 471]",['Suffering'],"[7, 4, 7]",Male,Adult
263,mscoco/images,COCO_val2014_000000148911.jpg,"[639, 640]","[206, 130, 382, 483]","['Anticipation', 'Engagement', 'Excitement', 'Happiness']","[7, 9, 9]",Male,Kid
264,mscoco/images,COCO_train2014_000000169863.jpg,"[640, 427]","[314, 62, 446, 405]","['Anticipation', 'Yearning']","[4, 6, 10]",Male,Adult
265,mscoco/images,COCO_train2014_000000426839.jpg,"[640, 488]","[27, 10, 506, 480]","['Anticipation', 'Engagement', 'Esteem']","[6, 4, 7]",Male,Adult
266,mscoco/images,COCO_train2014_000000567082.jpg,"[640, 429]","[465, 138, 628, 364]",['Engagement'],"[5, 4, 7]",Male,Adult
267,mscoco/images,COCO_train2014_000000567082.jpg,"[640, 429]","[351, 200, 469, 423]",['Engagement'],"[5, 4, 7]",Male,Adult
268,mscoco/images,COCO_train2014_000000147568.jpg,"[640, 480]","[118, 98, 396, 472]",['Engagement'],"[4, 7, 6]",Female,Adult
269,framesdb/images,frame_3oyfqqmeecsjb728.jpg,"[620, 400]","[94, 130, 169, 213]","['Engagement', 'Happiness', 'Pleasure']","[6, 4, 3]",Male,Adult
270,mscoco/images,COCO_val2014_000000075783.jpg,"[640, 425]","[194, 140, 397, 330]","['Confidence', 'Excitement']","[7, 10, 9]",Male,Adult
271,mscoco/images,COCO_train2014_000000458057.jpg,"[640, 426]","[457, 69, 627, 365]","['Esteem', 'Peace', 'Sympathy']","[6, 6, 7]",Male,Adult
272,mscoco/images,COCO_train2014_000000458057.jpg,"[640, 426]","[221, 83, 365, 274]","['Confidence', 'Engagement', 'Peace', 'Sympathy']","[6, 6, 7]",Male,Adult
273,framesdb/images,frame_gko26fo2wzz06i1r.jpg,"[700, 501]","[83, 98, 233, 439]",['Engagement'],"[5, 6, 7]",Male,Adult
274,framesdb/images,frame_gko26fo2wzz06i1r.jpg,"[700, 501]","[326, 68, 562, 464]","['Excitement', 'Happiness']","[8, 6, 7]",Male,Adult
275,framesdb/images,frame_gko26fo2wzz06i1r.jpg,"[700, 501]","[274, 118, 379, 426]",['Engagement'],"[5, 7, 6]",Male,Adult
276,mscoco/images,COCO_val2014_000000552247.jpg,"[640, 425]","[362, 125, 520, 419]","['Affection', 'Excitement', 'Happiness', 'Pleasure', 'Sympathy']","[8, 5, 7]",Male,Adult
277,mscoco/images,COCO_val2014_000000221521.jpg,"[500, 334]","[87, 42, 180, 244]",['Engagement'],"[5, 1, 1]",Male,Adult
278,mscoco/images,COCO_train2014_000000457168.jpg,"[640, 449]","[430, 27, 569, 338]",['Engagement'],"[6, 3, 8]",Male,Adult
279,mscoco/images,COCO_train2014_000000457168.jpg,"[640, 449]","[310, 122, 424, 329]","['Peace', 'Pleasure']","[5, 4, 7]",Male,Kid
280,mscoco/images,COCO_train2014_000000271906.jpg,"[640, 429]","[231, 182, 370, 428]",['Anticipation'],"[6, 10, 9]",Male,Adult
281,mscoco/images,COCO_train2014_000000552985.jpg,"[640, 601]","[169, 110, 529, 441]","['Confidence', 'Excitement', 'Happiness']","[8, 6, 8]",Male,Adult
282,mscoco/images,COCO_train2014_000000186246.jpg,"[480, 640]","[347, 169, 452, 456]",['Engagement'],"[6, 7, 8]",Male,Adult
283,mscoco/images,COCO_train2014_000000481931.jpg,"[640, 458]","[199, 21, 334, 278]",['Engagement'],"[7, 4, 6]",Male,Adult
284,framesdb/images,frame_8z9jb1ci5zo2x7tt.jpg,"[900, 613]","[232, 63, 528, 603]",['Engagement'],"[6, 6, 7]",Female,Teenager
285,framesdb/images,frame_8z9jb1ci5zo2x7tt.jpg,"[900, 613]","[559, 138, 892, 608]",['Engagement'],"[6, 6, 6]",Female,Adult
286,framesdb/images,frame_8z9jb1ci5zo2x7tt.jpg,"[900, 613]","[512, 220, 654, 405]",['Engagement'],"[4, 4, 9]",Female,Adult
287,framesdb/images,frame_8z9jb1ci5zo2x7tt.jpg,"[900, 613]","[1, 48, 162, 606]",['Engagement'],"[5, 6, 7]",Female,Teenager
288,mscoco/images,COCO_train2014_000000412720.jpg,"[640, 427]","[292, 142, 458, 306]",['Engagement'],"[6, 5, 9]",Male,Adult
289,mscoco/images,COCO_train2014_000000412720.jpg,"[640, 427]","[75, 116, 218, 275]",['Engagement'],"[6, 8, 4]",Female,Adult
290,emodb_small/images,6h85d8d0rrvntefpkq.jpg,"[480, 852]","[362, 8, 480, 453]","['Disapproval', 'Sadness']","[3, 6, 4]",Male,Kid
291,emodb_small/images,007eear5kx5qhbzewz.jpg,"[400, 580]","[215, 111, 400, 352]","['Affection', 'Happiness', 'Pleasure']","[8, 4, 10]",Female,Adult
292,emodb_small/images,007eear5kx5qhbzewz.jpg,"[400, 580]","[28, 1, 400, 398]","['Affection', 'Confidence', 'Happiness']","[8, 3, 7]",Male,Kid
293,mscoco/images,COCO_val2014_000000553443.jpg,"[640, 360]","[182, 112, 488, 355]",['Peace'],"[5, 6, 9]",Male,Adult
294,mscoco/images,COCO_val2014_000000553443.jpg,"[640, 360]","[114, 153, 243, 349]","['Annoyance', 'Disquietment', 'Fatigue']","[5, 4, 7]",Female,Adult
295,framesdb/images,frame_dmt5sh6c2mlvoqp0.jpg,"[852, 480]","[12, 5, 434, 470]","['Anticipation', 'Engagement', 'Happiness']","[8, 6, 7]",Female,Adult
296,framesdb/images,frame_dmt5sh6c2mlvoqp0.jpg,"[852, 480]","[431, 1, 783, 479]","['Excitement', 'Happiness']","[8, 5, 7]",Male,Adult
297,mscoco/images,COCO_train2014_000000510594.jpg,"[549, 640]","[184, 60, 383, 328]",['Annoyance'],"[6, 7, 6]",Male,Adult
298,mscoco/images,COCO_train2014_000000510594.jpg,"[549, 640]","[9, 30, 233, 436]","['Annoyance', 'Anticipation', 'Aversion', 'Disapproval', 'Disquietment', 'Fatigue']","[6, 8, 7]",Male,Adult
299,mscoco/images,COCO_train2014_000000544819.jpg,"[640, 480]","[144, 157, 309, 360]","['Anticipation', 'Engagement']","[6, 7, 6]",Male,Adult
300,mscoco/images,COCO_train2014_000000509419.jpg,"[640, 480]","[157, 40, 394, 459]",['Engagement'],"[6, 4, 5]",Female,Adult
301,mscoco/images,COCO_val2014_000000581328.jpg,"[640, 480]","[235, 127, 431, 479]",['Engagement'],"[7, 7, 7]",Male,Adult
302,mscoco/images,COCO_train2014_000000438055.jpg,"[640, 449]","[178, 96, 296, 309]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[6, 7, 7]",Male,Adult
303,mscoco/images,COCO_train2014_000000377110.jpg,"[640, 424]","[175, 35, 620, 422]","['Confidence', 'Happiness', 'Peace']","[8, 8, 9]",Male,Adult
304,mscoco/images,COCO_train2014_000000466845.jpg,"[640, 526]","[510, 42, 609, 419]",['Engagement'],"[5, 3, 5]",Female,Adult
305,mscoco/images,COCO_train2014_000000259467.jpg,"[640, 425]","[245, 77, 378, 295]",['Anticipation'],"[9, 8, 6]",Male,Adult
306,mscoco/images,COCO_train2014_000000259467.jpg,"[640, 425]","[337, 246, 502, 424]",['Esteem'],"[8, 8, 7]",Male,Kid
307,framesdb/images,frame_isu79b1cwubdfhmg.jpg,"[846, 480]","[472, 43, 835, 473]",['Engagement'],"[6, 4, 2]",Female,Kid
308,framesdb/images,frame_e2f1a6s2780ils40.jpg,"[1500, 1000]","[341, 643, 452, 781]",['Disconnection'],"[5, 4, 8]",Male,Adult
309,framesdb/images,frame_e2f1a6s2780ils40.jpg,"[1500, 1000]","[721, 542, 835, 786]",['Engagement'],"[5, 2, 9]",Male,Adult
310,mscoco/images,COCO_val2014_000000242543.jpg,"[640, 480]","[177, 152, 388, 469]",['Engagement'],"[7, 6, 7]",Female,Adult
311,mscoco/images,COCO_val2014_000000146667.jpg,"[640, 539]","[251, 37, 455, 305]",['Engagement'],"[7, 6, 7]",Female,Adult
312,framesdb/images,frame_5mtdu6yxgkltk8nc.jpg,"[774, 1024]","[132, 186, 209, 436]",['Engagement'],"[6, 3, 6]",Female,Adult
313,mscoco/images,COCO_train2014_000000043264.jpg,"[640, 480]","[261, 146, 563, 413]","['Affection', 'Confidence', 'Engagement', 'Happiness', 'Pleasure']","[5, 4, 4]",Female,Kid
314,mscoco/images,COCO_val2014_000000203466.jpg,"[640, 427]","[152, 111, 326, 393]","['Anticipation', 'Confidence', 'Engagement']","[6, 4, 7]",Male,Adult
315,mscoco/images,COCO_train2014_000000137832.jpg,"[640, 427]","[209, 111, 359, 324]","['Engagement', 'Excitement']","[4, 7, 4]",Male,Adult
316,emodb_small/images,2wd2hxmqz5sbgy2ypo.jpg,"[350, 588]","[2, 1, 316, 349]","['Affection', 'Happiness', 'Pleasure', 'Sensitivity', 'Sympathy']","[7, 5, 3]",Male,Adult
317,emodb_small/images,2wd2hxmqz5sbgy2ypo.jpg,"[350, 588]","[237, 2, 350, 345]","['Affection', 'Engagement', 'Excitement', 'Happiness', 'Pleasure']","[9, 6, 6]",Female,Adult
318,mscoco/images,COCO_val2014_000000072376.jpg,"[640, 480]","[265, 43, 558, 471]","['Engagement', 'Excitement']","[6, 9, 9]",Male,Adult
319,emodb_small/images,2dx6iyafrj0xqsbyxz.jpg,"[183, 275]","[2, 44, 131, 182]","['Affection', 'Esteem', 'Excitement', 'Happiness', 'Peace', 'Pleasure']","[7, 5, 5]",Female,Kid
320,emodb_small/images,2dx6iyafrj0xqsbyxz.jpg,"[183, 275]","[126, 36, 183, 183]","['Affection', 'Engagement', 'Happiness']","[6, 6, 7]",Female,Adult
321,mscoco/images,COCO_train2014_000000480947.jpg,"[640, 427]","[6, 96, 133, 413]","['Confidence', 'Pleasure']","[8, 7, 8]",Female,Adult
322,mscoco/images,COCO_train2014_000000480947.jpg,"[640, 427]","[291, 82, 410, 389]","['Disapproval', 'Surprise']","[5, 8, 6]",Female,Adult
323,mscoco/images,COCO_train2014_000000480947.jpg,"[640, 427]","[113, 62, 221, 322]","['Confidence', 'Engagement']","[6, 8, 6]",Female,Adult
324,mscoco/images,COCO_train2014_000000480947.jpg,"[640, 427]","[379, 82, 560, 390]","['Anticipation', 'Engagement']","[5, 9, 8]",Female,Adult
325,framesdb/images,frame_hgjcg5y89ooy0gul.jpg,"[1600, 1111]","[97, 93, 300, 655]","['Sadness', 'Yearning']","[6, 3, 4]",Male,Adult
326,framesdb/images,frame_hgjcg5y89ooy0gul.jpg,"[1600, 1111]","[844, 251, 1066, 709]",['Happiness'],"[6, 4, 7]",Male,Adult
